Text,X.M.._twitter_id,X.M..language..,Not-related, other flood identification,rain identification,disaster management,flood identification,consequence score,irony(politics,emotional (positive or negative),effects on social life,situation overview,weather warning,flood aid,volunteers,timeperiod,X.M..posted_time..,daynight,timeperiod(hourly)
Λακωνία: O σκύλος που γλύτωσε από τις πλημμύρες και στεκόταν δίπλα στο νεκρό αφεντικό του https://t.co/jWn4D0ZCs1 ,"7,7389400064229E+017",el,,N,N,N,Y,5,N,N,N,Y,N,N,N,48,08/09/2016 14:41:22,day,39
Λάσπη βγαίνει σε βρύσες στην Καλαμάτα https://t.co/828M2HAr7c ,7.73467623166214E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 10:27:06,day,11
Λάσπη βγαίνει σε βρύσες στην Καλαμάτα https://t.co/8OFhge6hPi ,7.73496603843977E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 12:22:15,day,13
Λάσπη βγαίνει σε βρύσες στην Καλαμάτα https://t.co/jZBL8SWvj5 ,7.73461010141291E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 10:00:49,day,10
Λάσπη βγαίνει σε βρύσες στην Καλαμάτα https://t.co/KYVNs8NcVz https://t.co/NtjUSEWVbD ,7.73486684298031E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 11:42:50,day,12
Λάσπη βγαίνει σε βρύσες στην Καλαμάτα: Λάσπη και χώμα έχει περάσει στο δίκτυο ύδρευσης της… https://t.co/pQGJQrxYFU ,7.7346963787504E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 10:35:06,day,11
Λεβέντης προς Τσίπρα: Να μεταβούν άμεσα υπουργοί στη Καλαμάτα https://t.co/a3QFBP7k69 https://t.co/wFclWpfVzL ,7.73604333149651E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,24,07/09/2016 19:30:20,day,20
Λεβέντης προς Τσίπρα: Να μεταβούν άμεσα υπουργοί στη Καλαμάτα https://t.co/a477TCJbRF ,7.73546563461407E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 15:40:47,day,16
Λεβέντης σε Τσίπρα : «Να σταλούν υπουργοί στην Καλαμάτα»  https://t.co/B8qyOrG7fZ ,7.73458783616065E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 09:51:58,day,10
Λεβέντης σε Τσίπρα: «Να πάνε υπουργοί στην Καλαμάτα» https://t.co/a9Bsvt15Yp https://t.co/TwlSqeliFM ,7.73486829261554E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 11:43:25,day,12
Λεβέντης σε Τσίπρα: «Να πάνε υπουργοί στην Καλαμάτα» https://t.co/nqubCAl7Zo https://t.co/KvZVp3LOV0 ,7.73487030772695E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 11:44:13,day,12
Λεβέντης σε Τσίπρα: «Να πάνε υπουργοί στην Καλαμάτα» https://t.co/NXyrFmZwzF ,7.73461767276069E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:03:50,day,11
Λεβέντης σε Τσίπρα: Να πάει άμεσα κλιμάκιο υπουργών στην Καλαμάτα https://t.co/QjD8NcH2kc ,7.73542745143021E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 15:25:36,day,16
Λεβέντης σε Τσίπρα: Να πάνε υπουργοί στην Καλαμάτα https://t.co/p0pvKIukOz ,7.73532847135191E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 14:46:16,day,15
Λεβέντης σε Τσίπρα: Οι υπουργοί να μεταβούν άμεσα στην Καλαμάτα https://t.co/FAcBXi0UZi ,7.73467680296673E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:27:19,day,11
Λεβέντης σε Τσίπρα: Οι υπουργοί να μεταβούν άμεσα στην Καλαμάτα https://t.co/hWfJujwaQD ,7.73466447565628E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:22:26,day,11
Λεβέντης σε Τσίπρα: Οι υπουργοί να μεταβούν στην Καλαμάτα https://t.co/6wZozu1YN9 ,7.73472275429417E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:45:35,day,11
Λεβέντης σε Τσίπρα: Οι υπουργοί να μεταβούν στην Καλαμάτα https://t.co/RC0gAVd7CI ,7.73472217636098E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 10:45:21,day,11
Λεβέντης σε Τσίπρα: Στείλε υπουργούς στην Καλαμάτα https://t.co/HrYIh43ZmV https://t.co/mVmWcwpbNs ,7.73442263057859E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,8,07/09/2016 08:46:20,day,9
Λεβέντης σε Τσίπρα: Στείλε υπουργούς στην Καλαμάτα https://t.co/q2xMu5xpsE ,7.73440297619624E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,8,07/09/2016 08:38:31,day,9
"Λεβέντης: ""oι υπουργοί να μεταβούν άμεσα στην Καλαμάτα!"" (αλλιώς θα ευχηθώ να πάθουν καρκίνο αυτοί κ τα παιδιά τους!) ",7.73480967273116E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,12,07/09/2016 11:20:07,day,12
Λεβέντης: Αξιώνω από Τσίπρα να πάει κλιμάκιο υπουργών στην Καλαμάτα https://t.co/HuoLcb1GB3 ,7.7353964490222E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 15:13:17,day,16
Λύσσαξε ο Σαμαράς ότι μιλάει με τον Θεό και την πλήρωσε η Καλαμάτα! ,7.73430211723534E+017,el,,N,N,N,N,N,Y,N,N,N,N,N,N,8,07/09/2016 07:58:26,day,8
Με σοβαρά προβλήματα διεξάγεται η κυκλοφορία στο εθνικό δίκτυο από και προς Καλαμάτα https://t.co/5stT2GAkRb ,7.73447874755564E+017,el,,N,N,Y,N,3,N,N,Y,Y,N,N,N,8,07/09/2016 09:08:37,day,10
Μεγάλα προβλήματα από τις πλημμύρες αντιμετωπίζει εδώ και λίγες ώρες και η Λακωνία. H Πυροσβεστική Υπηρεσία... https://t.co/Bmem1coW67 ,7.73503005870162E+017,el,,N,N,N,Y,N,N,N,N,Y,N,N,N,12,07/09/2016 12:47:42,day,13
Μεγάλες ζημιές άφησε πίσω της η θεομηνία στην Λακωνία :: left.gr https://t.co/zMzMye4xAC ,"7,73897505218163E+017",el,,N,N,N,N,4,N,N,N,Y,N,N,N,48,08/09/2016 14:55:18,day,39
Μεγάλες ζημιές και στην Σπάρτη από την κακοκαιρία https://t.co/qHFUV7sZTg https://t.co/iOdQKIk9os ,"7,73910099957997E+017",el,,N,N,N,N,4,N,N,N,Y,N,N,N,48,08/09/2016 15:45:21,day,40
Μεγάλες ζημιές και στην Σπάρτη από την κακοκαιρία... https://t.co/DM2KIrNiOA ,"7,73952639293911E+017",el,,N,N,N,N,4,N,N,N,Y,N,N,N,48,08/09/2016 18:34:23,day,43
Μεγάλες ζημιές στο Δήμο Μεσσήνης - Εκλεισε η Αρχαία Μεσσήνη (φωτογραφίες) https://t.co/E5RNYBqSaA ,7.73492380511113E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 12:05:28,day,13
Μεγάλες ζημιές στο Δήμο Μεσσήνης - Εκλεισε η Αρχαία Μεσσήνη (φωτογραφίες) https://t.co/L2LWj8Az2K ,7.73500455938879E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,12,07/09/2016 12:37:34,day,13
Μεγάλες ζημιές στο Δήμο Μεσσήνης - Εκλεισε η Αρχαία Μεσσήνη (φωτογραφίες): Ανυπολόγιστες… https://t.co/11MBTIesuu ,7.73502501270217E+017,el,,N,N,Y,N,4,N,N,Y,Y,N,N,N,12,07/09/2016 12:45:41,day,13
Μεγάλες ζημιές στο Δήμο Μεσσήνης – Εκλεισε η Αρχαία Μεσσήνη https://t.co/3fMslQDJiH https://t.co/EnhQu28pC5 ,7.73502210609033E+017,el,,N,N,Y,N,4,N,N,Y,Y,N,N,N,12,07/09/2016 12:44:32,day,13
Μεγάλες καταστροφές στην Καλαμάτα (video-pics) διαβάστε https://t.co/adDMO0GwRb ,7.73374730309079E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,6,07/09/2016 04:17:58,night,5
Μεγάλες καταστροφές στην Καλαμάτα (video-pics) https://t.co/iIiwHzWVNG ,7.73394461170827E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,6,07/09/2016 05:36:23,night,6
Μεγάλες καταστροφές στην Καλαμάτα (video-pics) https://t.co/oBfVLcBmN2 ,7.7338627034103E+017,el,,N,N,N,N,4,N,N,N,Y,N,N,N,6,07/09/2016 05:03:50,night,6
Μεγάλες καταστροφές στην Καλαμάτα από τη φονική κακοκαιρία - https://t.co/1IlQih4mVu https://t.co/zvQ1oCJzWE ,7.73476403136389E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 11:01:59,day,12
"Μεγάλες καταστροφές στην Καλαμάτα,νεκρή γυναίκα και εγκλωβισμός φοιτητών![φωτο και βίντεο] https://t.co/jcHTYx5JNG ",7.73418989783552E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 07:13:51,day,8
"Μεγάλη σύσκεψη στο διοικητήριο- Έφθασαν στην Καλαμάτα Χαρίτσης, Σπίρτζης και Τόσκας https://t.co/CQaF9P5AK3 https://t.co/BhqZGZJbYM ",7.73526059299897E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 14:19:18,day,15
Μεγάλη σύσκεψη στο διοικητήριο- Φθάνουν στην Καλαμάτα Σπίρτζης και Τόσκας https://t.co/sp6w9NRrPX https://t.co/4j7nSlAfYG ,7.73523860830294E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,18,07/09/2016 14:10:34,day,15
Μεγαλώνει ο αριθμός των νεκρών από την φονική κακοκαιρία στην Καλαμάτα! https://t.co/IGcRy20xbC https://t.co/tvRsR3MfnJ ,7.7344265674788E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 08:47:53,day,9
Μεγαλώνει ο αριθμός των νεκρών από την φονική κακοκαιρία στην Καλαμάτα! https://t.co/KRUbrw6UbV ,7.73434752997159E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 08:16:29,day,9
Μεσσηνία: 3 νεκροί και ανυπολόγιστες υλικές ζημιές https://t.co/72uWrZaiyQ ,"7,73806272718176E+017",el,,N,N,N,N,5,N,N,N,Y,N,N,N,36,08/09/2016 08:52:46,day,33
Μεσσηνία: Παραμένει κλειστός ο καινούργιος αυτοκινητόδρομος - Η Καλαμάτα μετρά τις πληγές… https://t.co/9CruPMchsK https://t.co/KQ1aMiOzK0 ,"7,73806520207237E+017",el,,N,N,Y,N,4,N,N,Y,Y,N,N,N,36,08/09/2016 08:53:45,day,33
Μεσσηνία: Παραμένει κλειστός ο καινούργιος αυτοκινητόδρομος - Η Καλαμάτα μετρά τις πληγές… https://t.co/BTEBWOaC4Y ,"7,73809222735786E+017",el,,N,N,Y,N,4,N,N,Y,Y,N,N,N,36,08/09/2016 09:04:30,day,34
Μεσσηνία: Τρεις νεκροί και τεράστιες υλικές ζημιές από την κακοκαιρία-Προβλήματα και στη… https://t.co/0mJHZWpYP9 https://t.co/deLXYWZdhW ,7.73424212430168E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 07:34:36,day,8
Μεσσηνία: Τρεις νεκροί και τεράστιες υλικές ζημιές από την κακοκαιρία-Προβλήματα και στη… https://t.co/GVGeM8CVZE https://t.co/LJ5xamCy9w ,7.73424216578327E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 07:34:37,day,8
Μετά την Θεομηνία έφτασε η ώρα του απολογισμού στην πληγείσα Καλαμάτα https://t.co/dpqMeKM3JX ,7.73623606349824E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,24,07/09/2016 20:46:55,night,21
Μετά την Θεομηνία έφτασε η ώρα του απολογισμού στην πληγείσα Καλαμάτα https://t.co/ptRN11yu11 https://t.co/WFxGzttik7 ,7.73622143259021E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,24,07/09/2016 20:41:06,night,21
Μετά την Θεομηνία έφτασε η ώρα του απολογισμού στην πληγείσα Καλαμάτα: ΕλλάδαΑνυπολόγιστες είναι οι ζημιές που… https://t.co/lbhsBbjd02 ,7.73624161771991E+017,el,,N,N,Y,N,N,N,N,N,N,N,N,N,24,07/09/2016 20:49:08,night,21
Μετρούν τις πληγές τους σε Καλαμάτα και Σπάρτη https://t.co/hvoes49OjL ,"7,73903616210067E+017",el,,N,N,N,N,3,N,N,N,Y,N,N,N,48,08/09/2016 15:19:35,day,40
Μετρούν τις πληγές τους στην Καλαμάτα! Η μεγαλύτερη πληγή τους είναι εδώ και χρόνια ο Αντώνης Σαμαράς... ,"7,73983268257538E+017",el,,N,N,N,N,3,N,N,N,Y,N,N,N,48,08/09/2016 20:36:05,night,45
Μετρούν τις πληγές τους στην Καλαμάτα. Άρχισε η καταγραφή των ζημιών - Κοινωνία https://t.co/FH2Fynx93v ,"7,73938720940495E+017",el,,N,N,Y,N,3,N,N,N,Y,N,N,N,48,08/09/2016 17:39:04,day,42
Μετρούν τις πληγές τους στην Καλαμάτα. Άρχισε η καταγραφή των ζημιών - https://t.co/HkQgcXLnt2 #Κοινωνια https://t.co/8iBfcknGwT ,"7,7394338901232E+017",el,,N,N,Y,N,3,N,N,N,Y,N,N,N,48,08/09/2016 17:57:37,day,42
Μετρούν τις πληγές τους στην Καλαμάτα. Άρχισε η καταγραφή των ζημιών https://t.co/BbBBfKYARD https://t.co/bcASXGhLRw ,"7,7393023896318E+017",el,,N,N,Y,N,3,N,N,N,Y,N,N,N,48,08/09/2016 17:05:22,day,42
Μετρούν τις πληγές τους στην Καλαμάτα. Άρχισε η καταγραφή των ζημιών https://t.co/I4ZPTlBVuu ,"7,73932976342176E+017",el,,N,N,Y,N,3,N,N,N,Y,N,N,N,48,08/09/2016 17:16:15,day,42
Μήνυμα συμπαράστασης των Γερμανών Kalamata προς τη Μεσσηνίαhttps://t.co/8soJ7wBHW4 ,"7,73934471271682E+017",el,,N,N,N,N,N,N,Pos,N,N,N,N,N,48,08/09/2016 17:22:11,day,42
Μια γυναίκα έχασε τη ζωή της απ' τις βροχοπτώσεις στην Καλαμάτα https://t.co/8W6sGHnTdQ ,7.73400928175219E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:02:05,night,7
Μία γυναίκα έχασε τη ζωή της από την θεομηνία που έπληξε την Καλαμάτα https://t.co/Yk8No4ni4K ,7.73406856219877E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:25:38,night,7
Μια γυναίκα νεκρή από την κακοκαιρία στην Καλαμάτα - https://t.co/2aO88JVWn0 #Κοινωνια https://t.co/SCl6zjcG5B ,7.73402555753923E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:08:33,night,7
Μία γυναίκα νεκρή από την κακοκαιρία στην Καλαμάτα https://t.co/2QAyzwicP3 ,7.73408729127592E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:33:04,night,7
Μία γυναίκα νεκρή από την κακοκαιρία στην Καλαμάτα https://t.co/FVnoDAVwIk ,7.73439735150834E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 08:36:17,day,9
Μία γυναίκα νεκρή από την κακοκαιρία στην Καλαμάτα https://t.co/Q1kyjfuNQu ,7.73408377913352E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:31:41,night,7
Μια γυναίκα νεκρή από την κακοκαιρία στην Καλαμάτα https://t.co/XiU1ur5koj μέσω του χρήστη @News247gr ,7.73412242968699E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:47:02,night,7
Μια γυναίκα νεκρή από την κακοκαιρία στην Καλαμάτα. Βροχές σήμερα στο μεγαλύτερο μέρος της χώρας... https://t.co/BrGpVpy07z ,7.73412303584756E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:47:17,night,7
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα - https://t.co/SCZnyXQXer https://t.co/4749nQNtTU ,7.73405556644217E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:20:28,night,7
"Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα (pics,vids) https://t.co/QitJbpTtMH #READIT https://t.co/Tz9yXsNj1r ",7.73409555367752E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:36:21,night,7
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/574bLl6BPy ,7.73403719845241E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:13:10,night,7
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/9Zln482wEm ,7.73404723483447E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:17:09,night,7
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/A4Xy73myQl https://t.co/WveBwWslES ,7.73420826691572E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 07:21:09,day,8
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/Bf1gaucM6h https://t.co/q8yPa8j9xk ,7.73401768764006E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:05:25,night,7
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/eA0047IKB7 ,7.73420854239695E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 07:21:15,day,8
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/f52q01esHn ,7.73423590196773E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 07:32:08,day,8
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/MkGn1wYran ,7.73404720862036E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:17:09,night,7
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/NmDhaEXyGB ,7.73404745365094E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:17:15,night,7
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα https://t.co/wfcFQ89KNQ ,7.73423136167657E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,8,07/09/2016 07:30:19,day,8
Μία γυναίκα νεκρή από τις βροχοπτώσεις στην Καλαμάτα. «Βούλιαξε» η μισή χώρα https://t.co/HWUcfhdiQZ ,7.73410564093665E+017,el,,N,Y,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:40:22,night,7
Μία γυναίκα νεκρή και μεγάλες καταστροφές από την κακοκαιρία στην Καλαμάτα https://t.co/oAFDM7BeLO ,7.73408425162207E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:31:52,night,7
Μία γυναίκα νεκρή στην Καλαμάτα #patrasevents https://t.co/XpCnr5kgJN ,7.73407504948687E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:28:13,night,7
Μια γυναίκα νεκρή στην Καλαμάτα από την κακοκαιρία https://t.co/0diyEcwft7 via @AntennaNews ,7.73402313419592E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,6,07/09/2016 06:07:35,night,7
Μια γυναίκα νεκρή στην Καλαμάτα λόγω κακοκαιρίας – Εικόνες Αποκάλυψης! https://t.co/9MtHHM9ibI https://t.co/VNh7cXJjGN ,7.73474714052391E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 10:55:16,day,11
Μια γυναίκα νεκρή στην Καλαμάτα λόγω κακοκαιρίας – Εικόνες Αποκάλυψης! https://t.co/FmC4cjP8O5 ,7.73451516875305E+017,el,,N,N,N,N,5,N,N,N,Y,N,N,N,12,07/09/2016 09:23:06,day,10
Μια καλή ευκαιρία για τον Τσίπρα: ν' αποκαταστήσει τις ζημιές στη Μεσσηνία από τα λεφτά που θα πάρει από τον Καλογρίτσα! Τι όχι; ,7.73474012861239E+017,el,,N,N,N,N,3,N,N,N,Y,N,N,N,12,07/09/2016 10:52:29,day,11
